Order_ID,Transaction_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_Corrected,Cost,Profit_Corrected,Profit_Status
2172,0173,Women,Training,ZoomX Invincible,M,2,7988.99,1.2,-3195.6,01-08-2024,Online,Bangalore,-14380.19,-3195.6,11184.59,-14380.19,Loss
2173,0174,Men,Running,Free RN,L,2,6620.78,0.62,5031.79,01-08-2024,Online,Bangalore,-4237.3,5031.79,9269.09,-4237.3,Loss
2174,0175,Women,Soccer,Phantom GT,L,2,3883.92,0.62,2951.78,01-08-2024,Retail,Pune,-2485.71,2951.78,5437.49,-2485.71,Loss
2175,0176,Women,Lifestyle,Blazer Mid,L,2,6110.03,1.16,-1955.21,01-08-2024,Online,Pune,-10509.25,-1955.21,8554.04,-10509.25,Loss
2176,0177,Men,Soccer,Mercurial Superfly,L,4,6110.03,0.62,9287.25,01-08-2024,Online,Bangalore,-7820.83,9287.25,17108.08,-7820.83,Loss
2177,0178,Women,Lifestyle,Waffle One,XL,2,6110.03,0.62,4643.62,27-06-2025,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2178,0179,Men,Running,Free RN,L,1,6110.03,0.62,2321.81,01-08-2024,Retail,Bangalore,-1955.21,2321.81,4277.02,-1955.21,Loss
2179,0180,Women,Training,ZoomX Invincible,M,3,6110.03,0.62,6965.43,26-01-2024,Retail,Pune,-5865.63,6965.43,12831.06,-5865.63,Loss
2180,0181,Women,Basketball,LeBron 20,XL,2,6110.03,0.62,4643.62,15-05-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2181,0182,Women,Lifestyle,Air Force 1,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2182,0183,Kids,Basketball,Zoom Freak,11,2,7214.55,0.62,5483.06,01-08-2024,Online,Mumbai,-4617.31,5483.06,10100.37,-4617.31,Loss
2183,0184,Kids,Lifestyle,Waffle One,M,2,5389.56,0.62,4096.07,01-08-2024,Online,Pune,-3449.31,4096.07,7545.38,-3449.31,Loss
2184,0185,Men,Soccer,Mercurial Superfly,XL,4,6110.03,0.62,9287.25,01-08-2024,Retail,Hyderabad,-7820.83,9287.25,17108.08,-7820.83,Loss
2185,0186,Women,Training,ZoomX Invincible,XL,4,4207.44,0.59,6900.2,01-08-2024,Online,Kolkata,-4880.63,6900.2,11780.83,-4880.63,Loss
2186,0187,Men,Running,React Infinity,L,0,6110.03,0.62,0,01-08-2024,Retail,Bangalore,0,0,0,0,Break-even
2187,0188,Men,Running,React Infinity,L,2,7795.32,0.62,5924.44,01-08-2024,Online,Mumbai,-4989.01,5924.44,10913.45,-4989.01,Loss
2188,0189,Men,Running,React Infinity,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2189,0190,Men,Training,SuperRep Go,L,3,6110.03,0.9,1833.01,01-08-2024,Online,Hyderabad,-10998.05,1833.01,12831.06,-10998.05,Loss
2190,0191,Kids,Basketball,Kyrie Flytrap,L,2,4280.01,0.66,2910.41,01-08-2024,Online,Delhi,-3081.6,2910.41,5992.01,-3081.6,Loss
2191,0192,Men,Lifestyle,Air Force 1,8,3,6110.03,0.62,6965.43,01-08-2024,Retail,Pune,-5865.63,6965.43,12831.06,-5865.63,Loss
2192,0193,Men,Basketball,Kyrie Flytrap,XL,2,6110.03,0.62,4643.62,13-10-2023,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2193,0194,Women,Lifestyle,Waffle One,XL,2,6110.03,1.24,-2932.81,17-01-2025,Retail,Delhi,-11486.85,-2932.81,8554.04,-11486.85,Loss
2194,0195,Men,Soccer,Mercurial Superfly,M,2,6196.01,0.62,4708.97,01-08-2024,Online,Hyderabad,-3965.44,4708.97,8674.41,-3965.44,Loss
2195,0196,Women,Training,SuperRep Go,L,2,6110.03,0.51,5987.83,01-08-2024,Online,Delhi,-2566.21,5987.83,8554.04,-2566.21,Loss
2196,0197,Kids,Soccer,Premier III,L,2,2708.73,0.62,2058.63,30-06-2025,Online,Delhi,-1733.59,2058.63,3792.22,-1733.59,Loss
2197,0198,Kids,Training,ZoomX Invincible,L,3,6110.03,0.62,6965.43,06-10-2024,Online,Bangalore,-5865.63,6965.43,12831.06,-5865.63,Loss
2198,0199,Men,Training,SuperRep Go,7,4,6110.03,0.65,8554.04,01-08-2024,Online,Pune,-8554.04,8554.04,17108.08,-8554.04,Loss
2199,0200,Men,Soccer,Premier III,M,1,6110.03,0.62,2321.81,01-08-2024,Retail,Kolkata,-1955.21,2321.81,4277.02,-1955.21,Loss
2200,0201,Men,Basketball,Air Jordan,9,3,5570.72,0.62,6350.62,01-08-2024,Online,Delhi,-5347.89,6350.62,11698.51,-5347.89,Loss
2201,0202,Women,Training,SuperRep Go,11,2,6110.03,0.62,4643.62,10-05-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2202,0203,Men,Basketball,Kyrie Flytrap,M,2,7918.93,1.06,-950.27,01-08-2024,Retail,Bangalore,-12036.77,-950.27,11086.5,-12036.77,Loss
2203,0204,Men,Lifestyle,Air Force 1,M,0,6903.22,0.62,0,01-08-2024,Online,Pune,0,0,0,0,Break-even
2204,0205,Men,Basketball,LeBron 20,7,2,7660.41,0.62,5821.91,01-08-2024,Online,Delhi,-4902.66,5821.91,10724.57,-4902.66,Loss
2205,0206,Women,Running,React Infinity,XL,0,6110.03,0.62,0,01-08-2024,Retail,Pune,0,0,0,0,Break-even
2206,0207,Men,Training,Flex Trainer,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2207,0208,Women,Running,Pegasus Turbo,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2208,0209,Women,Basketball,LeBron 20,M,2,5172.62,0.97,310.36,01-08-2024,Retail,Hyderabad,-6931.31,310.36,7241.67,-6931.31,Loss
2209,0210,Kids,Training,SuperRep Go,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2210,0211,Men,Lifestyle,Blazer Mid,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2000,0212,Kids,Training,Metcon 7,L,4,6110.03,0.94,1466.41,27-02-2024,Retail,Bangalore,-15641.67,1466.41,17108.08,-15641.67,Loss
2212,0213,Women,Lifestyle,Blazer Mid,L,2,7670.82,0.62,5829.82,01-08-2024,Online,Kolkata,-4909.33,5829.82,10739.15,-4909.33,Loss
2213,0214,Women,Running,Air Zoom,9,2,5714.92,0.62,4343.34,01-08-2024,Online,Delhi,-3657.55,4343.34,8000.89,-3657.55,Loss
2214,0215,Men,Basketball,LeBron 20,XL,2,5016.03,0.62,3812.18,01-08-2024,Retail,Mumbai,-3210.26,3812.18,7022.44,-3210.26,Loss
2215,0216,Men,Basketball,Zoom Freak,XL,3,6110.03,0.36,11731.26,01-08-2024,Online,Kolkata,-1099.8,11731.26,12831.06,-1099.8,Loss
2216,0217,Women,Lifestyle,Air Force 1,M,1,3111.62,0.62,1182.42,01-08-2024,Online,Hyderabad,-995.71,1182.42,2178.13,-995.71,Loss
2217,0218,Women,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2218,0219,Kids,Soccer,Premier III,6,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2219,0220,Women,Basketball,Air Jordan,M,2,6110.03,1.06,-733.2,01-08-2024,Online,Bangalore,-9287.24,-733.2,8554.04,-9287.24,Loss
2220,0221,Kids,Training,SuperRep Go,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2221,0222,Kids,Lifestyle,Waffle One,L,2,3375.97,0.62,2565.74,06-01-2024,Retail,Mumbai,-2160.62,2565.74,4726.36,-2160.62,Loss
2222,0223,Men,Training,ZoomX Invincible,XL,2,8897.19,0.11,15837,21-12-2024,Retail,Mumbai,3380.93,15837,12456.07,3380.93,Profit
2223,0224,Kids,Training,Flex Trainer,M,2,9180.15,0.62,6976.91,15-02-2025,Online,Kolkata,-5875.3,6976.91,12852.21,-5875.3,Loss
2224,0225,Kids,Lifestyle,Dunk Low,L,2,6110.03,0.12,10753.65,01-08-2024,Online,Pune,2199.61,10753.65,8554.04,2199.61,Profit
2225,0226,Kids,Basketball,Kyrie Flytrap,11,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2226,0227,Women,Basketball,Zoom Freak,L,2,6110.03,0.31,8431.84,01-08-2024,Online,Delhi,-122.2,8431.84,8554.04,-122.2,Loss
2021,0228,Men,Running,React Infinity,XL,2,2180.71,0.82,785.06,01-08-2024,Retail,Hyderabad,-2267.93,785.06,3052.99,-2267.93,Loss
2228,0229,Kids,Basketball,Zoom Freak,L,2,9382.15,0.62,7130.43,01-08-2024,Online,Kolkata,-6004.58,7130.43,13135.01,-6004.58,Loss
2229,0230,Men,Running,Air Zoom,XL,2,7143.23,0.62,5428.85,01-08-2024,Retail,Mumbai,-4571.67,5428.85,10000.52,-4571.67,Loss
2230,0231,Kids,Lifestyle,Dunk Low,10,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2231,0232,Kids,Training,Flex Trainer,9,0,6110.03,1.05,0,04-01-2025,Online,Bangalore,0,0,0,0,Break-even
2232,0233,Women,Running,Free RN,XL,2,2149.28,0.32,2923.02,01-08-2024,Online,Kolkata,-85.97,2923.02,3008.99,-85.97,Loss
2233,0234,Men,Lifestyle,Air Force 1,XL,0,6110.03,0.62,0,01-08-2024,Online,Kolkata,0,0,0,0,Break-even
2234,0235,Men,Training,Flex Trainer,L,4,6189.1,1.12,-2970.77,21-12-2024,Retail,Bangalore,-20300.25,-2970.77,17329.48,-20300.25,Loss
2042,0236,Men,Basketball,Kyrie Flytrap,10,1,5254.47,0.62,1996.7,01-08-2024,Retail,Bangalore,-1681.43,1996.7,3678.13,-1681.43,Loss
2236,0237,Men,Soccer,Mercurial Superfly,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2237,0238,Kids,Training,Metcon 7,M,2,5089.88,0.62,3868.31,01-08-2024,Online,Mumbai,-3257.52,3868.31,7125.83,-3257.52,Loss
2238,0239,Kids,Training,SuperRep Go,L,3,4348.86,0.62,4957.7,01-08-2024,Online,Delhi,-4174.91,4957.7,9132.61,-4174.91,Loss
2239,0240,Men,Training,SuperRep Go,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2240,0241,Kids,Basketball,Air Jordan,M,2,9520.5,0.48,9901.32,01-08-2024,Retail,Kolkata,-3427.38,9901.32,13328.7,-3427.38,Loss
2241,0242,Women,Soccer,Tiempo Legend,12,2,9662.04,0.62,7343.15,01-08-2024,Online,Hyderabad,-6183.71,7343.15,13526.86,-6183.71,Loss
2046,0243,Kids,Basketball,LeBron 20,L,2,4934.46,0.86,1381.65,01-08-2024,Retail,Kolkata,-5526.59,1381.65,6908.24,-5526.59,Loss
2243,0244,Men,Lifestyle,Blazer Mid,L,2,9747.58,0.62,7408.16,01-08-2024,Retail,Delhi,-6238.45,7408.16,13646.61,-6238.45,Loss
2244,0245,Kids,Training,Metcon 7,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2245,0246,Kids,Running,React Infinity,L,2,4128.35,0.62,3137.55,01-08-2024,Online,Pune,-2642.14,3137.55,5779.69,-2642.14,Loss
2246,0247,Kids,Basketball,LeBron 20,L,2,7806.98,0.62,5933.3,01-08-2024,Online,Hyderabad,-4996.47,5933.3,10929.77,-4996.47,Loss
2247,0248,Women,Training,Metcon 7,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2248,0249,Men,Training,Metcon 7,M,4,8249.96,0.24,25079.88,16-01-2024,Online,Bangalore,1979.99,25079.88,23099.89,1979.99,Profit
2249,0250,Men,Training,Flex Trainer,M,2,7730.77,0.62,5875.39,28-05-2024,Online,Delhi,-4947.69,5875.39,10823.08,-4947.69,Loss
2250,0251,Men,Basketball,Kyrie Flytrap,XL,2,6110.03,0.62,4643.62,01-10-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2046,0252,Men,Basketball,Air Jordan,L,2,9593.65,0.62,7291.17,01-08-2024,Online,Hyderabad,-6139.94,7291.17,13431.11,-6139.94,Loss
2252,0253,Women,Running,Free RN,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2253,0254,Men,Training,Flex Trainer,M,0,6110.03,0.62,0,01-08-2024,Online,Bangalore,0,0,0,0,Break-even
2254,0255,Women,Basketball,LeBron 20,M,2,6110.03,0.89,1344.21,01-08-2024,Online,Hyderabad,-7209.83,1344.21,8554.04,-7209.83,Loss
2255,0256,Kids,Basketball,LeBron 20,XL,2,2222.55,0.84,711.22,01-08-2024,Retail,Mumbai,-2400.35,711.22,3111.57,-2400.35,Loss
2256,0257,Men,Soccer,Phantom GT,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2257,0258,Men,Basketball,Kyrie Flytrap,XL,1,6110.03,0.62,2321.81,01-08-2024,Online,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
2258,0259,Women,Lifestyle,Dunk Low,L,2,6110.03,0.39,7454.24,21-11-2023,Online,Mumbai,-1099.8,7454.24,8554.04,-1099.8,Loss
2259,0260,Women,Soccer,Mercurial Superfly,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2260,0261,Women,Lifestyle,Dunk Low,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2261,0262,Women,Training,ZoomX Invincible,L,2,2503.6,0.54,2303.31,01-08-2024,Retail,Pune,-1201.73,2303.31,3505.04,-1201.73,Loss
2262,0263,Women,Running,Pegasus Turbo,L,0,6110.03,0.62,0,15-09-2024,Retail,Pune,0,0,0,0,Break-even
2263,0264,Women,Soccer,Premier III,M,0,5172.14,0.62,0,01-08-2024,Online,Kolkata,0,0,0,0,Break-even
2264,0265,Men,Training,ZoomX Invincible,L,4,5622.32,1.08,-1799.14,22-04-2024,Retail,Bangalore,-17541.64,-1799.14,15742.5,-17541.64,Loss
2265,0266,Women,Soccer,Premier III,7,2,2422.97,0.62,1841.46,01-08-2024,Retail,Delhi,-1550.7,1841.46,3392.16,-1550.7,Loss
2266,0267,Women,Basketball,LeBron 20,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2267,0268,Women,Running,Air Zoom,M,2,3075.72,0.62,2337.55,20-12-2024,Retail,Kolkata,-1968.46,2337.55,4306.01,-1968.46,Loss
2268,0269,Men,Soccer,Mercurial Superfly,M,3,7330.81,0.62,8357.12,16-11-2023,Online,Kolkata,-7037.58,8357.12,15394.7,-7037.58,Loss
2269,0270,Women,Training,ZoomX Invincible,11,4,6424.32,0.62,9764.97,14-07-2024,Retail,Mumbai,-8223.13,9764.97,17988.1,-8223.13,Loss
2270,0271,Men,Running,React Infinity,XL,1,6110.03,1.03,-183.3,01-08-2024,Retail,Pune,-4460.32,-183.3,4277.02,-4460.32,Loss
2271,0272,Kids,Lifestyle,Waffle One,9,2,5116.58,0.07,9516.84,03-05-2024,Retail,Delhi,2353.63,9516.84,7163.21,2353.63,Profit
2038,0273,Women,Training,ZoomX Invincible,XL,1,7338.57,0.62,2788.66,01-08-2024,Retail,Delhi,-2348.34,2788.66,5137,-2348.34,Loss
2273,0274,Kids,Running,Free RN,M,2,4004.36,0.62,3043.31,30-01-2024,Online,Kolkata,-2562.79,3043.31,5606.1,-2562.79,Loss
2274,0275,Women,Training,Metcon 7,6,4,6110.03,0.45,13442.07,01-08-2024,Online,Bangalore,-3666.01,13442.07,17108.08,-3666.01,Loss
2275,0276,Kids,Running,Pegasus Turbo,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2276,0277,Kids,Lifestyle,Air Force 1,L,2,6066.5,0.62,4610.54,29-08-2023,Retail,Kolkata,-3882.56,4610.54,8493.1,-3882.56,Loss
2277,0278,Kids,Basketball,LeBron 20,M,2,3682.84,0.62,2798.96,01-08-2024,Online,Hyderabad,-2357.02,2798.96,5155.98,-2357.02,Loss
2278,0279,Men,Training,SuperRep Go,11,2,6110.03,1.22,-2688.41,01-08-2024,Retail,Pune,-11242.45,-2688.41,8554.04,-11242.45,Loss
2279,0280,Women,Lifestyle,Blazer Mid,6,2,6110.03,0.62,4643.62,03-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2280,0281,Women,Soccer,Mercurial Superfly,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2281,0282,Kids,Lifestyle,Waffle One,M,2,6110.03,0.62,4643.62,13-07-2025,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2282,0283,Men,Running,Free RN,L,2,6110.03,0.26,9042.84,01-08-2024,Retail,Mumbai,488.8,9042.84,8554.04,488.8,Profit
2283,0284,Men,Soccer,Mercurial Superfly,10,1,6110.03,0.62,2321.81,01-08-2024,Retail,Delhi,-1955.21,2321.81,4277.02,-1955.21,Loss
2284,0285,Kids,Soccer,Mercurial Superfly,M,2,6110.03,0.53,5743.43,01-08-2024,Online,Kolkata,-2810.61,5743.43,8554.04,-2810.61,Loss
2285,0286,Women,Basketball,LeBron 20,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2286,0287,Women,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,16-10-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2287,0288,Women,Running,React Infinity,9,3,6110.03,0.62,6965.43,01-08-2024,Online,Mumbai,-5865.63,6965.43,12831.06,-5865.63,Loss
2288,0289,Women,Training,ZoomX Invincible,L,2,6110.03,0.25,9165.04,01-08-2024,Retail,Hyderabad,611,9165.04,8554.04,611,Profit
2289,0290,Women,Running,Air Zoom,L,2,6110.03,0.51,5987.83,01-08-2024,Retail,Mumbai,-2566.21,5987.83,8554.04,-2566.21,Loss
2290,0291,Women,Training,Flex Trainer,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2291,0292,Women,Basketball,LeBron 20,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2292,0293,Women,Running,Free RN,M,2,6110.03,1.1,-1222.01,01-08-2024,Online,Kolkata,-9776.05,-1222.01,8554.04,-9776.05,Loss
2293,0294,Women,Basketball,Air Jordan,XL,3,6110.03,0.62,6965.43,01-08-2024,Retail,Mumbai,-5865.63,6965.43,12831.06,-5865.63,Loss
2012,0295,Women,Soccer,Phantom GT,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2295,0296,Kids,Lifestyle,Dunk Low,L,2,6110.03,0.81,2321.81,01-08-2024,Retail,Hyderabad,-6232.23,2321.81,8554.04,-6232.23,Loss
2296,0297,Women,Soccer,Phantom GT,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2297,0298,Kids,Basketball,LeBron 20,M,2,6356.31,0.74,3305.28,01-08-2024,Online,Pune,-5593.55,3305.28,8898.83,-5593.55,Loss
2298,0299,Men,Training,SuperRep Go,L,2,5571.14,0.49,5682.56,01-08-2024,Retail,Kolkata,-2117.04,5682.56,7799.6,-2117.04,Loss
2299,0300,Kids,Soccer,Phantom GT,L,2,6110.03,0.77,2810.61,01-08-2024,Online,Hyderabad,-5743.43,2810.61,8554.04,-5743.43,Loss
2300,0301,Men,Basketball,Air Jordan,L,3,6331.64,0.78,4178.88,01-08-2024,Retail,Delhi,-9117.56,4178.88,13296.44,-9117.56,Loss
2301,0302,Men,Soccer,Mercurial Superfly,XL,2,7982.2,0.62,6066.47,01-08-2024,Online,Pune,-5108.61,6066.47,11175.08,-5108.61,Loss
2302,0303,Women,Running,Air Zoom,XL,0,6110.03,0.62,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
2303,0304,Kids,Running,Free RN,L,2,2504.09,0.62,1903.11,01-08-2024,Retail,Hyderabad,-1602.62,1903.11,3505.73,-1602.62,Loss
2304,0305,Men,Training,Flex Trainer,11,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2305,0306,Kids,Running,Pegasus Turbo,L,2,4803.7,0.08,8838.81,01-08-2024,Retail,Mumbai,2113.63,8838.81,6725.18,2113.63,Profit
2306,0307,Kids,Basketball,Air Jordan,L,1,8267.56,0.29,5869.97,01-08-2024,Retail,Bangalore,82.68,5869.97,5787.29,82.68,Profit
2307,0308,Women,Running,Free RN,XL,2,9369.1,0.62,7120.52,01-08-2024,Retail,Kolkata,-5996.22,7120.52,13116.74,-5996.22,Loss
2308,0309,Men,Running,Pegasus Turbo,L,0,6110.03,0.65,0,01-08-2024,Online,Bangalore,0,0,0,0,Break-even
2004,0310,Kids,Lifestyle,Dunk Low,M,2,6110.03,0.6,4888.02,01-08-2024,Retail,Bangalore,-3666.02,4888.02,8554.04,-3666.02,Loss
2310,0311,Men,Running,Air Zoom,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2026,0312,Women,Training,Flex Trainer,M,4,6110.03,0.26,18085.69,01-08-2024,Online,Delhi,977.61,18085.69,17108.08,977.61,Profit
2312,0313,Kids,Soccer,Premier III,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2313,0314,Women,Training,SuperRep Go,M,0,6110.03,0.62,0,01-08-2024,Online,Delhi,0,0,0,0,Break-even
2314,0315,Women,Soccer,Mercurial Superfly,M,2,6110.03,0.86,1710.81,01-08-2024,Retail,Mumbai,-6843.23,1710.81,8554.04,-6843.23,Loss
2315,0316,Men,Basketball,Kyrie Flytrap,M,2,9149.88,0.71,5306.93,01-08-2024,Retail,Hyderabad,-7502.9,5306.93,12809.83,-7502.9,Loss
2316,0317,Men,Soccer,Phantom GT,M,1,6110.03,0.39,3727.12,01-08-2024,Retail,Delhi,-549.9,3727.12,4277.02,-549.9,Loss
2317,0318,Men,Training,Flex Trainer,M,2,9695.44,1.06,-1163.45,13-09-2024,Online,Kolkata,-14737.07,-1163.45,13573.62,-14737.07,Loss
2318,0319,Men,Soccer,Phantom GT,11,2,6110.03,0.25,9165.04,01-08-2024,Retail,Delhi,611,9165.04,8554.04,611,Profit
2319,0320,Women,Basketball,Kyrie Flytrap,L,2,5649.99,0.62,4293.99,01-08-2024,Online,Delhi,-3616,4293.99,7909.99,-3616,Loss
2320,0321,Kids,Running,Pegasus Turbo,XL,2,4033.28,0.62,3065.29,01-08-2024,Retail,Hyderabad,-2581.3,3065.29,5646.59,-2581.3,Loss
2321,0322,Men,Lifestyle,Dunk Low,8,2,6110.03,0.62,4643.62,10-06-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2322,0323,Women,Running,Pegasus Turbo,L,0,8016.24,0.62,0,01-08-2024,Retail,Delhi,0,0,0,0,Break-even
2323,0324,Men,Lifestyle,Dunk Low,L,2,6537.29,0.62,4968.34,01-08-2024,Online,Bangalore,-4183.87,4968.34,9152.21,-4183.87,Loss
2324,0325,Women,Soccer,Mercurial Superfly,M,0,6110.03,0.21,0,01-08-2024,Online,Kolkata,0,0,0,0,Break-even
2325,0326,Men,Basketball,Zoom Freak,M,0,8031.83,0.56,0,01-08-2024,Online,Kolkata,0,0,0,0,Break-even
2326,0327,Women,Lifestyle,Dunk Low,XL,4,9936.94,0.62,15104.15,01-08-2024,Retail,Kolkata,-12719.28,15104.15,27823.43,-12719.28,Loss
2327,0328,Men,Training,Flex Trainer,XL,4,6640.67,0.62,10093.82,01-08-2024,Retail,Delhi,-8500.06,10093.82,18593.88,-8500.06,Loss
2328,0329,Men,Lifestyle,Waffle One,6,2,6449.46,0.29,9158.23,01-08-2024,Online,Mumbai,128.99,9158.23,9029.24,128.99,Profit
2329,0330,Men,Basketball,Kyrie Flytrap,L,4,4981.26,0.62,7571.52,01-08-2024,Online,Mumbai,-6376.01,7571.52,13947.53,-6376.01,Loss
2330,0331,Women,Training,Flex Trainer,XL,2,6110.03,0.06,11486.86,01-08-2024,Online,Mumbai,2932.82,11486.86,8554.04,2932.82,Profit
2331,0332,Kids,Basketball,Kyrie Flytrap,L,2,9023.07,0.62,6857.53,01-08-2024,Retail,Mumbai,-5774.77,6857.53,12632.3,-5774.77,Loss
2332,0333,Kids,Training,Flex Trainer,L,2,6110.03,0.22,9531.65,15-07-2024,Retail,Pune,977.61,9531.65,8554.04,977.61,Profit
2333,0334,Kids,Running,Free RN,L,2,4638.25,0.62,3525.07,01-08-2024,Online,Hyderabad,-2968.48,3525.07,6493.55,-2968.48,Loss
2334,0335,Women,Training,SuperRep Go,L,4,6110.03,0.82,4399.22,06-06-2024,Retail,Mumbai,-12708.86,4399.22,17108.08,-12708.86,Loss
2335,0336,Women,Running,Free RN,XL,0,5620.64,0.62,0,05-01-2024,Online,Mumbai,0,0,0,0,Break-even
2336,0337,Kids,Soccer,Mercurial Superfly,8,4,8482.43,0.62,12893.29,22-10-2023,Online,Pune,-10857.51,12893.29,23750.8,-10857.51,Loss
2337,0338,Women,Training,SuperRep Go,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2338,0339,Women,Soccer,Premier III,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2339,0340,Women,Basketball,LeBron 20,L,4,6110.03,0.62,9287.25,01-08-2024,Retail,Kolkata,-7820.83,9287.25,17108.08,-7820.83,Loss
2340,0341,Women,Running,Free RN,7,3,6110.03,0.91,1649.71,01-08-2024,Online,Mumbai,-11181.35,1649.71,12831.06,-11181.35,Loss
2341,0342,Women,Lifestyle,Waffle One,11,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2342,0343,Women,Training,Metcon 7,XL,2,6110.03,0.62,4643.62,19-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2343,0344,Women,Basketball,Zoom Freak,L,0,7507.91,0.62,0,01-08-2024,Retail,Kolkata,0,0,0,0,Break-even
2344,0345,Kids,Training,ZoomX Invincible,10,2,6110.03,0.65,4277.02,01-08-2024,Online,Kolkata,-4277.02,4277.02,8554.04,-4277.02,Loss
